R-G-B Value,Hex Code,Frequency
210-191-148,d2bf94,22
89-123-125,597b7d,22
128-89-56,805938,22
89-63-48,593f30,22
138-94-57,8a5e39,22
107-69-50,6b4532,22
116-142-139,748e8b,22
197-186-140,c5ba8c,22
162-144-96,a29060,22
194-187-145,c2bb91,22
138-93-60,8a5d3c,22
66-54-38,423626,22
50-51-37,323325,22
125-86-53,7d5635,22
181-175-149,b5af95,22
173-172-152,adac98,22
49-48-44,31302c,22
89-58-37,593a25,22
130-160-162,82a0a2,22
216-200-166,d8c8a6,22
166-157-118,a69d76,22
140-117-67,8c7543,22
216-207-178,d8cfb2,22
39-40-42,27282a,22
117-143-140,758f8c,22
197-193-156,c5c19c,22
58-54-42,3a362a,22
131-160-155,83a09b,22
55-46-39,372e27,22
197-199-175,c5c7af,22
112-142-142,708e8e,22
136-153-145,889991,22
81-62-45,513e2d,22
167-147-97,a79361,22
194-196-174,c2c4ae,22
51-54-45,33362d,22
207-200-181,cfc8b5,22
159-141-93,9f8d5d,22
58-48-39,3a3027,22
147-115-76,93734c,22
209-201-162,d1c9a2,22
99-67-42,63432a,22
69-45-33,452d21,22
191-182-151,bfb697,22
190-186-148,beba94,22
198-189-146,c6bd92,22
184-182-170,b8b6aa,22
86-55-37,563725,22
197-188-145,c5bc91,22
130-90-64,825a40,22
41-43-30,292b1e,22
42-42-42,2a2a2a,22
88-57-36,583924,22
205-201-176,cdc9b0,22
191-186-157,bfba9d,22
152-164-152,98a498,22
175-175-163,afafa3,22
102-74-52,664a34,22
194-177-125,c2b17d,22
97-65-40,614128,22
126-151-156,7e979c,22
191-189-164,bfbda4,22
59-44-37,3b2c25,22
175-157-107,af9d6b,22
126-82-53,7e5235,22
196-194-169,c4c2a9,22
59-53-41,3b3529,22
219-207-165,dbcfa5,22
94-65-49,5e4131,22
86-58-46,563a2e,22
117-76-48,754c30,22
192-172-119,c0ac77,22
218-200-160,dac8a0,22
139-116-72,8b7448,22
207-201-167,cfc9a7,22
152-131-78,98834e,22
48-50-47,30322f,22
139-115-71,8b7347,22
190-176-141,beb08d,22
144-109-77,906d4d,22
192-178-143,c0b28f,22
197-177-124,c5b17c,22
191-187-149,bfbb95,22
160-139-92,a08b5c,22
77-51-34,4d3322,22
153-110-75,996e4b,22
43-36-30,2b241e,22
179-168-123,b3a87b,22
133-153-144,859990,22
170-172-158,aaac9e,22
166-156-121,a69c79,22
48-50-37,303225,22
168-161-133,a8a185,22
197-176-121,c5b079,22
135-161-152,87a198,22
153-115-79,99734f,22
152-135-92,98875c,22
40-37-28,28251c,22
180-177-160,b4b1a0,22
138-156-158,8a9c9e,22
68-56-40,443828,22
155-113-75,9b714b,22
63-49-40,3f3128,22
176-169-127,b0a97f,22
166-161-141,a6a18d,22
156-117-78,9c754e,22
137-114-70,897246,22
141-115-64,8d7340,22
195-190-161,c3bea1,22
179-176-159,b3b09f,22
48-40-29,30281d,22
179-177-152,b3b198,22
69-52-34,453422,22
67-45-31,432d1f,22
226-221-192,e2ddc0,22
164-154-118,a49a76,22
174-167-148,aea794,22
58-52-40,3a3428,22
176-171-152,b0ab98,22
87-59-37,573b25,22
32-39-32,202720,22
102-65-47,66412f,22
48-44-32,302c20,22
203-199-174,cbc7ae,22
79-52-33,4f3421,22
184-169-128,b8a980,22
147-160-151,93a097,22
186-175-143,baaf8f,22
67-53-42,43352a,22
189-182-153,bdb699,22
141-117-71,8d7547,22
135-90-59,875a3b,22
191-174-120,bfae78,22
172-171-151,acab97,22
74-48-33,4a3021,22
128-93-65,805d41,22
58-58-46,3a3a2e,22
191-178-144,bfb290,22
190-173-129,bead81,22
133-157-161,859da1,22
214-208-186,d6d0ba,22
225-223-202,e1dfca,22
125-89-55,7d5937,22
67-47-38,432f26,22
126-157-159,7e9d9f,22
110-75-47,6e4b2f,22
114-73-51,724933,22
150-117-74,96754a,22
178-158-107,b29e6b,22
111-139-143,6f8b8f,22
224-210-183,e0d2b7,21
140-103-74,8c674a,21
172-159-124,ac9f7c,21
191-173-125,bfad7d,21
58-51-35,3a3323,21
73-47-32,492f20,21
208-202-168,d0caa8,21
163-158-136,a39e88,21
140-104-72,8c6848,21
54-39-32,362720,21
84-62-39,543e27,21
129-158-162,819ea2,21
216-210-188,d8d2bc,21
206-200-168,cec8a8,21
152-164-160,98a4a0,21
140-105-65,8c6941,21
194-198-175,c2c6af,21
125-83-59,7d533b,21
150-107-72,966b48,21
133-161-164,85a1a4,21
178-175-156,b2af9c,21
230-222-199,e6dec7,21
162-176-176,a2b0b0,21
118-74-47,764a2f,21
50-52-39,323427,21
128-92-66,805c42,21
188-168-115,bca873,21
164-159-137,a49f89,21
107-75-50,6b4b32,21
172-158-123,ac9e7b,21
225-218-189,e1dabd,21
64-56-43,40382b,21
117-148-143,75948f,21
113-79-52,714f34,21
140-99-67,8c6343,21
199-197-184,c7c5b8,21
93-69-45,5d452d,21
226-210-176,e2d2b0,21
140-106-68,8c6a44,21
200-182-134,c8b686,21
218-206-164,dacea4,21
209-200-171,d1c8ab,21
144-169-166,90a9a6,21
140-97-65,8c6141,21
204-206-182,ccceb6,21
132-94-57,845e39,21
87-59-47,573b2f,21
106-68-47,6a442f,21
81-52-36,513424,21
206-197-156,cec59c,21
195-203-190,c3cbbe,21
70-55-36,463724,21
121-88-45,79582d,21
97-60-41,613c29,21
57-58-44,393a2c,21
202-185-131,cab983,21
160-138-89,a08a59,21
179-188-167,b3bca7,21
184-186-172,b8baac,21
119-87-46,77572e,21
111-147-147,6f9393,21
226-216-189,e2d8bd,21
167-150-106,a7966a,21
203-197-173,cbc5ad,21
178-176-151,b2b097,21
151-130-77,97824d,21
171-158-113,ab9e71,21
101-64-46,65402e,21
141-113-66,8d7142,21
130-92-56,825c38,21
97-61-39,613d27,21
179-161-113,b3a171,21
186-173-121,baad79,21
178-192-179,b2c0b3,21
178-160-114,b2a072,21
175-187-167,afbba7,21
170-159-127,aa9f7f,21
171-169-154,aba99a,21
98-71-50,624732,21
48-51-40,303328,21
113-138-143,718a8f,21
164-158-134,a49e86,21
133-152-146,859892,21
170-152-104,aa9868,21
129-86-52,815634,21
115-81-54,735136,21
172-168-130,aca882,21
60-52-41,3c3429,21
91-63-49,5b3f31,21
75-60-39,4b3c27,21
115-81-56,735138,21
164-157-128,a49d80,21
208-191-137,d0bf89,21
189-180-149,bdb495,21
144-100-63,90643f,21
156-139-93,9c8b5d,21
203-184-126,cbb87e,21
153-165-153,99a599,21
207-200-182,cfc8b6,21
80-51-37,503325,21
136-159-149,889f95,21
158-172-157,9eac9d,21
178-181-164,b2b5a4,21
178-174-147,b2ae93,21
66-54-42,42362a,21
118-79-50,764f32,21
114-78-56,724e38,21
104-74-50,684a32,21
66-54-40,423628,21
94-62-39,5e3e27,21
199-194-162,c7c2a2,21
152-134-88,988658,21
79-58-37,4f3a25,21
179-163-112,b3a370,21
121-77-48,794d30,21
226-211-172,e2d3ac,21
132-158-149,849e95,21
160-143-100,a08f64,21
175-161-126,afa17e,21
50-55-51,323733,21
158-171-153,9eab99,21
188-183-164,bcb7a4,21
133-100-67,856443,21
54-55-49,363731,21
190-169-114,bea972,21
171-162-119,aba277,21
101-73-51,654933,21
52-50-37,343225,21
54-55-47,36372f,21
142-98-63,8e623f,21
119-152-159,77989f,21
152-166-151,98a697,21
229-221-198,e5ddc6,21
215-195-142,d7c38e,21
147-126-79,937e4f,21
163-149-104,a39568,21
163-158-120,a39e78,21
130-157-150,829d96,21
55-51-39,373327,21
35-41-41,232929,21
114-79-49,724f31,21
139-166-161,8ba6a1,21
122-78-53,7a4e35,21
165-176-159,a5b09f,21
165-152-108,a5986c,21
209-202-183,d1cab7,21
129-87-62,81573e,21
72-50-39,483227,21
103-72-52,674834,21
190-185-166,beb9a6,21
170-169-151,aaa997,21
131-152-143,83988f,21
115-140-137,738c89,21
75-55-44,4b372c,21
111-70-48,6f4630,21
40-46-36,282e24,21
120-81-50,785132,21
166-149-103,a69567,21
123-146-138,7b928a,21
109-144-150,6d9096,21
62-42-33,3e2a21,21
160-154-118,a09a76,21
56-56-46,38382e,21
112-146-156,70929c,21
76-56-45,4c382d,21
156-134-87,9c8657,21
115-139-139,738b8b,21
205-183-133,cdb785,21
184-180-153,b8b499,21
47-52-48,2f3430,21
147-127-77,937f4d,21
162-144-94,a2905e,21
188-198-189,bcc6bd,21
144-105-72,906948,21
128-88-53,805835,21
218-204-155,dacc9b,21
196-191-171,c4bfab,21
127-146-140,7f928c,21
175-177-164,afb1a4,21
41-36-33,292421,21
129-92-65,815c41,21
125-148-140,7d948c,21
174-169-129,aea981,21
209-190-134,d1be86,21
182-162-111,b6a26f,21
38-44-34,262c22,21
130-85-54,825536,21
141-99-59,8d633b,21
141-159-147,8d9f93,21
177-165-123,b1a57b,21
145-108-66,916c42,21
114-80-55,725037,21
181-188-181,b5bcb5,21
145-106-65,916a41,21
148-109-66,946d42,21
100-67-50,644332,21
45-36-29,2d241d,21
152-119-78,98774e,21
163-175-173,a3afad,21
54-51-42,36332a,21
42-48-44,2a302c,21
113-145-156,71919c,21
152-119-76,98774c,21
205-205-195,cdcdc3,21
129-158-153,819e99,21
157-169-167,9da9a7,21
168-159-120,a89f78,21
172-165-139,aca58b,21
186-165-112,baa570,21
126-147-138,7e938a,21
80-62-40,503e28,21
161-140-95,a18c5f,21
207-192-159,cfc09f,21
161-156-134,a19c86,21
155-135-84,9b8754,21
161-156-127,a19c7f,21
109-71-52,6d4734,21
150-172-170,96acaa,21
75-51-41,4b3329,21
219-207-159,dbcf9f,21
175-173-158,afad9e,21
200-194-178,c8c2b2,21
153-120-79,99784f,21
157-138-96,9d8a60,21
186-166-116,baa674,21
219-211-175,dbd3af,21
195-184-138,c3b88a,21
176-169-150,b0a996,21
165-161-134,a5a186,21
208-208-198,d0d0c6,21
180-174-150,b4ae96,21
160-172-170,a0acaa,21
145-121-73,917949,21
119-77-53,774d35,21
55-56-42,37382a,21
146-102-63,92663f,21
133-98-60,85623c,21
100-62-39,643e27,21
138-109-65,8a6d41,21
126-145-141,7e918d,21
149-126-76,957e4c,21
60-43-36,3c2b24,21
61-51-41,3d3329,21
178-187-166,b2bba6,21
178-164-125,b2a47d,21
162-141-94,a28d5e,21
119-81-58,77513a,21
39-43-44,272b2c,21
95-63-48,5f3f30,21
169-178-161,a9b2a1,21
65-52-35,413423,21
88-65-47,58412f,21
69-56-39,453827,21
227-221-195,e3ddc3,21
135-108-61,876c3d,21
218-209-180,dad1b4,21
216-216-192,d8d8c0,21
219-215-190,dbd7be,21
142-103-62,8e673e,21
54-50-38,363226,21
198-177-122,c6b17a,20
182-185-166,b6b9a6,20
78-60-46,4e3c2e,20
70-47-31,462f1f,20
167-146-99,a79263,20
181-163-117,b5a375,20
173-175-161,adafa1,20
183-177-153,b7b199,20
178-163-122,b2a37a,20
163-177-177,a3b1b1,20
128-151-143,80978f,20
96-64-49,604031,20
122-85-59,7a553b,20
175-164-119,afa477,20
230-218-180,e6dab4,20
58-40-30,3a281e,20
130-150-141,82968d,20
122-87-57,7a5739,20
119-144-151,779097,20
116-150-149,749695,20
67-55-41,433729,20
52-55-48,343730,20
162-156-132,a29c84,20
138-115-71,8a7347,20
181-164-120,b5a478,20
161-156-124,a19c7c,20
182-182-158,b6b69e,20
110-145-147,6e9193,20
96-61-39,603d27,20
113-147-146,719392,20
138-107-61,8a6b3d,20
138-107-60,8a6b3c,20
204-187-133,ccbb85,20
68-48-39,443027,20
180-175-135,b4af87,20
96-70-47,60462f,20
113-71-46,71472e,20
166-177-173,a6b1ad,20
189-189-165,bdbda5,20
155-133-86,9b8556,20
200-195-165,c8c3a5,20
75-52-34,4b3422,20
52-54-41,343629,20
175-174-154,afae9a,20
143-120-78,8f784e,20
76-54-43,4c362b,20
195-179-127,c3b37f,20
109-72-53,6d4835,20
138-103-73,8a6749,20
157-140-96,9d8c60,20
141-98-66,8d6242,20
159-178-176,9fb2b0,20
141-108-67,8d6c43,20
222-205-159,decd9f,20
143-121-71,8f7947,20
61-55-43,3d372b,20
156-167-161,9ca7a1,20
123-87-55,7b5737,20
79-63-40,4f3f28,20
90-57-40,5a3928,20
148-104-67,946843,20
209-188-141,d1bc8d,20
188-199-183,bcc7b7,20
198-180-130,c6b482,20
51-38-30,33261e,20
148-104-65,946841,20
159-178-174,9fb2ae,20
185-165-115,b9a573,20
163-157-133,a39d85,20
73-60-44,493c2c,20
153-119-74,99774a,20
163-157-135,a39d87,20
179-164-123,b3a47b,20
175-168-126,afa87e,20
156-172-172,9cacac,20
170-184-167,aab8a7,20
173-153-102,ad9966,20
193-188-159,c1bc9f,20
164-149-108,a4956c,20
145-110-78,916e4e,20
130-148-148,829494,20
199-181-133,c7b585,20
73-47-34,492f22,20
114-140-139,728c8b,20
212-214-192,d4d6c0,20
176-162-125,b0a27d,20
112-144-143,70908f,20
225-215-188,e1d7bc,20
159-175-175,9fafaf,20
178-176-163,b2b0a3,20
174-160-111,aea06f,20
107-70-43,6b462b,20
93-61-38,5d3d26,20
154-175-168,9aafa8,20
85-54-36,553624,20
129-95-67,815f43,20
109-75-47,6d4b2f,20
116-148-145,749491,20
210-203-184,d2cbb8,20
127-91-57,7f5b39,20
136-107-63,886b3f,20
141-165-167,8da5a7,20
184-191-184,b8bfb8,20
185-181-154,b9b59a,20
41-44-33,292c21,20
184-164-114,b8a472,20
31-36-29,1f241d,20
189-185-173,bdb9ad,20
177-179-165,b1b3a5,20
193-173-120,c1ad78,20
113-76-57,714c39,20
164-150-113,a49671,20
221-215-193,ddd7c1,20
192-197-175,c0c5af,20
204-200-175,ccc8af,20
50-53-46,32352e,20
74-52-41,4a3429,20
153-134-91,99865b,20
165-159-133,a59f85,20
123-89-51,7b5933,20
119-86-45,77562d,20
189-174-133,bdae85,20
83-53-42,53352a,20
132-93-64,845d40,20
199-195-170,c7c3aa,20
62-45-29,3e2d1d,20
144-109-67,906d43,20
189-184-155,bdb89b,20
141-114-69,8d7245,20
88-56-41,583829,20
118-152-151,769897,20
186-186-162,babaa2,20
145-113-74,91714a,20
54-42-30,362a1e,20
125-83-58,7d533a,20
51-41-29,33291d,20
107-72-44,6b482c,20
52-39-33,342721,20
170-181-177,aab5b1,20
85-63-40,553f28,20
113-78-48,714e30,20
93-67-42,5d432a,20
59-56-41,3b3829,20
120-154-155,789a9b,20
170-172-159,aaac9f,20
202-185-142,cab98e,20
185-180-140,b9b48c,20
46-51-47,2e332f,20
139-113-62,8b713e,20
159-171-169,9faba9,20
140-98-58,8c623a,20
67-45-34,432d22,20
190-186-174,bebaae,20
105-72-53,694835,20
41-47-37,292f25,20
163-146-100,a39264,20
65-53-41,413529,20
129-84-53,815435,20
172-172-160,acaca0,20
182-177-137,b6b189,20
135-154-158,879a9e,20
181-172-129,b5ac81,20
164-159-130,a49f82,20
76-60-37,4c3c25,20
151-128-78,97804e,20
59-41-29,3b291d,20
132-97-59,84613b,20
82-55-34,523722,20
50-42-29,322a1d,20
140-101-70,8c6546,20
192-183-140,c0b78c,20
203-205-181,cbcdb5,20
102-64-43,66402b,20
180-166-117,b4a675,20
53-38-31,35261f,20
186-179-137,bab389,20
170-152-102,aa9866,20
141-119-69,8d7745,20
142-119-75,8e774b,20
180-169-124,b4a97c,20
193-182-150,c1b696,20
189-176-142,bdb08e,20
208-202-170,d0caaa,20
202-191-146,cabf92,20
111-140-148,6f8c94,20
167-168-150,a7a896,20
183-163-113,b7a371,20
140-166-165,8ca6a5,20
194-175-119,c2af77,20
121-85-53,795535,20
108-74-46,6c4a2e,20
180-166-129,b4a681,20
168-157-125,a89d7d,20
210-194-158,d2c29e,20
168-169-155,a8a99b,20
172-169-150,aca996,20
198-183-144,c6b790,20
168-166-151,a8a697,20
110-73-54,6e4936,20
152-164-154,98a49a,20
162-158-123,a29e7b,20
51-44-38,332c26,20
127-85-60,7f553c,20
55-40-33,372821,20
200-182-136,c8b688,20
193-186-144,c1ba90,20
153-111-69,996f45,20
181-176-136,b5b088,20
137-114-62,89723e,20
169-148-103,a99467,20
117-78-49,754e31,20
81-64-48,514030,20
166-146-95,a6925f,20
53-40-34,352822,20
145-124-77,917c4d,20
55-53-40,373528,20
108-71-44,6c472c,20
45-47-46,2d2f2e,20
206-208-184,ced0b8,20
200-181-125,c8b57d,20
216-196-146,d8c492,20
45-48-37,2d3025,20
140-109-62,8c6d3e,20
133-154-145,859a91,20
202-187-154,cabb9a,20
123-152-147,7b9893,20
164-142-92,a48e5c,20
108-67-45,6c432d,20
154-119-77,9a774d,20
153-132-79,99844f,20
149-169-157,95a99d,20
197-177-126,c5b17e,20
175-161-112,afa170,20
127-82-53,7f5235,20
87-61-38,573d26,20
117-76-54,754c36,20
127-148-139,7f948b,20
71-51-42,47332a,20
165-148-104,a59468,20
169-185-174,a9b9ae,20
201-182-126,c9b67e,20
110-68-44,6e442c,20
181-175-153,b5af99,20
200-179-126,c8b37e,20
120-76-51,784c33,20
140-158-146,8c9e92,20
164-158-132,a49e84,20
98-66-41,624229,20
188-181-139,bcb58b,20
63-47-31,3f2f1f,20
213-204-175,d5ccaf,20
128-159-154,809f9a,20
165-156-125,a59c7d,20
173-168-149,ada895,20
165-162-131,a5a283,20
140-116-72,8c7448,20
104-73-53,684935,20
149-115-80,957350,20
210-192-152,d2c098,20
147-124-82,937c52,20
169-158-126,a99e7e,20
51-53-48,333530,20
87-64-48,574030,20
144-123-76,907b4c,20
201-196-166,c9c4a6,20
123-148-142,7b948e,20
140-118-69,8c7645,20
165-176-172,a5b0ac,20
126-84-59,7e543b,20
194-189-169,c2bda9,20
201-186-147,c9ba93,20
97-72-50,614832,20
147-126-81,937e51,20
71-48-32,473020,20
178-185-178,b2b9b2,20
190-190-166,bebea6,20
67-50-32,433220,20
209-193-141,d1c18d,20
131-151-142,83978e,20
192-175-132,c0af84,20
112-71-49,704731,20
194-180-145,c2b491,20
188-170-122,bcaa7a,20
63-44-37,3f2c25,20
189-172-118,bdac76,20
176-165-120,b0a578,20
184-180-142,b8b48e,20
188-183-161,bcb7a1,20
131-86-53,835635,20
215-196-153,d7c499,20
182-162-109,b6a26d,20
164-157-138,a49d8a,20
36-45-40,242d28,20
127-146-144,7f9290,20
127-146-150,7f9296,20
131-149-151,839597,20
166-148-100,a69464,20
205-187-141,cdbb8d,20
152-133-90,98855a,20
87-66-45,57422d,20
144-121-71,907947,20
146-102-65,926641,20
166-158-119,a69e77,20
196-191-172,c4bfac,20
42-40-28,2a281c,20
144-162-150,90a296,20
173-160-126,ada07e,20
145-121-75,91794b,20
81-56-34,513822,20
209-189-130,d1bd82,20
180-180-156,b4b49c,20
143-99-64,8f6340,20
207-196-151,cfc497,20
169-149-99,a99563,20
176-169-141,b0a98d,20
165-150-107,a5966b,20
226-224-212,e2e0d4,20
219-210-181,dbd2b5,20
143-99-62,8f633e,20
118-76-51,764c33,19
46-37-28,2e251c,19
46-37-32,2e2520,19
39-42-31,272a1f,19
33-37-40,212528,19
59-42-35,3b2a23,19
181-186-166,b5baa6,19
179-182-163,b3b6a3,19
162-141-96,a28d60,19
134-160-151,86a097,19
151-163-153,97a399,19
167-170-153,a7aa99,19
53-54-40,353628,19
197-197-173,c5c5ad,19
179-184-177,b3b8b1,19
167-149-99,a79563,19
217-210-192,d9d2c0,19
136-153-143,88998f,19
56-43-37,382b25,19
197-200-191,c5c8bf,19
50-46-34,322e22,19
109-146-152,6d9298,19
212-191-138,d4bf8a,19
170-152-106,aa986a,19
197-203-193,c5cbc1,19
116-140-142,748c8e,19
188-190-179,bcbeb3,19
56-39-31,38271f,19
116-140-140,748c8c,19
174-172-157,aeac9d,19
132-150-152,849698,19
133-88-57,855839,19
184-164-113,b8a471,19
125-144-138,7d908a,19
64-54-44,40362c,19
205-189-137,cdbd89,19
227-215-175,e3d7af,19
184-171-137,b8ab89,19
152-129-77,98814d,19
123-88-46,7b582e,19
176-156-105,b09c69,19
179-186-179,b3bab3,19
215-206-177,d7ceb1,19
193-189-152,c1bd98,19
113-71-49,714731,19
91-125-127,5b7d7f,19
168-165-130,a8a582,19
178-173-133,b2ad85,19
185-174-128,b9ae80,19
64-51-34,403322,19
136-114-67,887243,19
168-160-121,a8a079,19
55-56-48,373830,19
130-151-156,82979c,19
27-32-28,1b201c,19
120-147-142,78938e,19
96-69-50,604532,19
168-159-128,a89f80,19
230-216-189,e6d8bd,19
165-111-67,a56f43,19
194-202-191,c2cabf,19
192-194-172,c0c2ac,19
211-192-136,d3c088,19
167-154-109,a79a6d,19
64-48-32,403020,19
160-171-154,a0ab9a,19
170-173-156,aaad9c,19
137-102-72,896648,19
180-176-147,b4b093,19
53-39-30,35271e,19
38-33-29,26211d,19
60-47-39,3c2f27,19
164-160-125,a4a07d,19
150-164-149,96a495,19
195-203-188,c3cbbc,19
184-178-152,b8b298,19
107-73-45,6b492d,19
211-190-145,d3be91,19
73-58-37,493a25,19
34-35-27,22231b,19
164-159-139,a49f8b,19
162-153-120,a29978,19
165-151-114,a59772,19
191-191-179,bfbfb3,19
183-163-112,b7a370,19
144-159-154,909f9a,19
79-51-39,4f3327,19
143-165-153,8fa599,19
126-81-50,7e5132,19
167-168-152,a7a898,19
135-91-62,875b3e,19
169-166-131,a9a683,19
137-110-67,896e43,19
114-76-55,724c37,19
157-177-166,9db1a6,19
158-151-132,9e9784,19
127-148-153,7f9499,19
49-49-47,31312f,19
77-49-37,4d3125,19
144-120-72,907848,19
200-185-146,c8b992,19
176-179-162,b0b3a2,19
160-155-133,a09b85,19
102-64-41,664029,19
171-164-138,aba48a,19
198-185-151,c6b997,19
205-194-164,cdc2a4,19
128-94-59,805e3b,19
154-110-71,9a6e47,19
158-152-130,9e9882,19
198-186-136,c6ba88,19
166-159-130,a69f82,19
63-53-41,3f3529,19
84-66-46,54422e,19
136-98-59,88623b,19
152-164-150,98a496,19
157-173-173,9dadad,19
86-54-39,563627,19
205-198-169,cdc6a9,19
155-114-70,9b7246,19
94-62-47,5e3e2f,19
203-185-139,cbb98b,19
156-134-85,9c8655,19
84-67-49,544331,19
228-219-180,e4dbb4,19
145-122-78,917a4e,19
135-96-57,876039,19
126-85-53,7e5535,19
178-186-165,b2baa5,19
122-154-151,7a9a97,19
220-204-155,dccc9b,19
233-223-196,e9dfc4,19
69-50-33,453221,19
184-179-139,b8b38b,19
156-135-92,9c875c,19
171-180-175,abb4af,19
54-45-30,362d1e,19
173-161-113,ada171,19
215-218-201,d7dac9,19
187-183-145,bbb791,19
124-89-57,7c5939,19
144-107-65,906b41,19
177-162-121,b1a279,19
164-176-174,a4b0ae,19
59-52-36,3b3424,19
199-195-160,c7c3a0,19
80-63-43,503f2b,19
182-169-117,b6a975,19
186-166-113,baa671,19
149-163-163,95a3a3,19
139-117-68,8b7544,19
169-162-143,a9a28f,19
203-190-156,cbbe9c,19
173-159-124,ad9f7c,19
131-90-62,835a3e,19
163-156-127,a39c7f,19
142-158-158,8e9e9e,19
182-195-178,b6c3b2,19
194-190-153,c2be99,19
207-191-139,cfbf8b,19
127-146-142,7f928e,19
193-177-125,c1b17d,19
79-59-35,4f3b23,19
51-52-38,333426,19
213-202-157,d5ca9d,19
217-203-154,d9cb9a,19
170-165-146,aaa592,19
116-79-50,744f32,19
183-192-171,b7c0ab,19
126-92-57,7e5c39,19
199-194-164,c7c2a4,19
59-57-45,3b392d,19
125-82-50,7d5232,19
163-145-95,a3915f,19
69-46-32,452e20,19
158-170-168,9eaaa8,19
169-148-101,a99465,19
59-57-44,3b392c,19
118-143-137,768f89,19
199-193-169,c7c1a9,19
199-193-167,c7c1a7,19
122-143-138,7a8f8a,19
218-204-175,daccaf,19
183-186-177,b7bab1,19
183-174-131,b7ae83,19
140-117-75,8c754b,19
124-91-50,7c5b32,19
190-183-141,beb78d,19
100-72-50,644832,19
104-73-45,68492d,19
119-84-54,775436,19
160-142-92,a08e5c,19
170-178-167,aab2a7,19
189-171-123,bdab7b,19
201-183-137,c9b789,19
52-57-53,343935,19
164-147-101,a49365,19
158-172-172,9eacac,19
55-46-31,372e1f,19
152-114-78,98724e,19
147-123-77,937b4d,19
160-140-89,a08c59,19
104-66-47,68422f,19
198-198-174,c6c6ae,19
146-125-78,927d4e,19
193-175-129,c1af81,19
182-189-182,b6bdb6,19
193-198-176,c1c6b0,19
35-32-27,23201b,19
155-134-89,9b8659,19
108-68-43,6c442b,19
163-156-137,a39c89,19
65-56-41,413829,19
75-48-37,4b3025,19
220-214-192,dcd6c0,19
108-70-51,6c4633,19
183-185-171,b7b9ab,19
203-198-160,cbc6a0,19
137-160-150,89a096,19
206-206-196,cecec4,19
116-70-44,74462c,19
199-187-137,c7bb89,19
125-91-46,7d5b2e,19
185-185-173,b9b9ad,19
142-118-72,8e7648,19
137-162-166,89a2a6,19
219-212-194,dbd4c2,19
226-220-204,e2dccc,19
108-73-53,6c4935,19
155-166-158,9ba69e,19
142-119-69,8e7745,19
127-94-49,7f5e31,19
180-185-178,b4b9b2,19
143-116-69,8f7445,19
233-220-186,e9dcba,19
132-97-69,846145,19
48-40-37,302825,19
122-87-45,7a572d,19
111-137-136,6f8988,19
59-53-39,3b3527,19
195-175-122,c3af7a,19
160-143-97,a08f61,19
132-95-68,845f44,19
195-188-146,c3bc92,19
83-66-48,534230,19
93-66-49,5d4231,19
157-136-93,9d885d,19
196-184-134,c4b886,19
135-152-144,879890,19
172-175-158,acaf9e,19
85-62-48,553e30,19
154-132-85,9a8455,19
189-184-162,bdb8a2,19
148-122-73,947a49,19
48-38-29,30261d,19
155-134-81,9b8651,19
219-220-206,dbdcce,19
153-116-71,997447,19
57-54-45,39362d,19
168-150-100,a89664,19
128-149-140,80958c,19
223-215-179,dfd7b3,19
184-189-182,b8bdb6,19
146-113-70,927146,19
173-155-107,ad9b6b,19
58-49-40,3a3128,19
85-55-44,55372c,19
161-155-131,a19b83,19
171-156-117,ab9c75,19
114-139-136,728b88,19
62-58-46,3e3a2e,19
122-89-48,7a5930,19
166-149-106,a6956a,19
187-180-151,bbb497,19
111-76-56,6f4c38,19
52-51-46,34332e,19
150-110-75,966e4b,19
114-140-141,728c8d,19
114-141-150,728d96,19
171-154-111,ab9a6f,19
151-107-68,976b44,19
52-53-48,343530,19
75-57-45,4b392d,19
176-172-143,b0ac8f,19
195-178-126,c3b27e,19
115-140-147,738c93,19
44-48-47,2c302f,19
183-179-141,b7b38d,19
184-196-184,b8c4b8,19
164-149-106,a4956a,19
111-70-50,6f4632,19
171-153-103,ab9967,19
75-54-35,4b3623,19
206-190-154,cebe9a,19
175-168-140,afa88c,19
204-184-134,ccb886,19
54-52-39,363427,19
134-97-70,866146,19
129-92-66,815c42,19
157-140-94,9d8c5e,19
165-147-97,a59361,19
206-186-127,ceba7f,18
127-90-63,7f5a3f,18
215-208-190,d7d0be,18
83-61-38,533d26,18
146-168-156,92a89c,18
106-75-54,6a4b36,18
118-77-55,764d37,18
53-50-41,353229,18
189-175-140,bdaf8c,18
188-191-170,bcbfaa,18
216-202-173,d8caad,18
119-75-50,774b32,18
132-159-152,849f98,18
171-152-109,ab986d,18
116-141-148,748d94,18
81-54-33,513621,18
185-171-136,b9ab88,18
200-198-173,c8c6ad,18
139-161-149,8ba195,18
152-170-156,98aa9c,18
63-44-29,3f2c1d,18
87-61-48,573d30,18
165-159-137,a59f89,18
129-149-140,81958c,18
139-157-145,8b9d91,18
181-183-170,b5b7aa,18
205-183-125,cdb77d,18
146-119-72,927748,18
172-183-179,acb7b3,18
72-55-35,483723,18
187-178-147,bbb293,18
129-93-67,815d43,18
208-201-182,d0c9b6,18
144-103-71,906747,18
83-56-45,53382d,18
157-139-91,9d8b5b,18
134-100-62,86643e,18
208-201-183,d0c9b7,18
109-146-154,6d929a,18
144-108-76,906c4c,18
216-202-153,d8ca99,18
